StartStopId,EndStopId,Distance,Duration
2429103548,2429618963,4.5439,19.3166666666667
2429618960,2429618963,0.0355,0.173333333333333
2430584977,2429618963,6.4608,20.8666666666667
2431596048,2429618963,3.1646,9.68
2429619100,2429618963,2.5561,8.32
2429618973,2429618963,0.2348,1.13
1404296015,2429618963,2.4315,8.36666666666667
2430584982,2429618963,10.2999,25.5566666666667
2428628185,2429618963,7.2797,21.6533333333333
2429103545,2429618963,6.4903,17.46
2429618678,2429618963,2.5693,7.34
2429619129,2429618963,1.3614,6.56333333333333
2429619178,2429618963,4.0028,11.0233333333333
2401194618,2429618963,8.342,20.7933333333333
2429618964,2429618963,0.3867,1.91
2430584956,2429618963,3.0278,9.83
2429103554,2429618963,2.9918,12.47
4238299925,2429618963,2.6168,7.11
4942249835,2429618963,5.2033,15.09
2429103548,2429103547,0.018,0.0866666666666667
2429618960,2429103547,4.2912,17.33
2430584977,2429103547,10.0678,35.4966666666667
2431596048,2429103547,5.6784,21.4266666666667
2429619100,2429103547,4.6545,20.6266666666667
2429618973,2429103547,4.4905,18.2866666666667
1404296015,2429103547,6.0385,22.9966666666667
2430584982,2429103547,13.9069,40.1866666666667
2428628185,2429103547,3.7614,18.3233333333333
2429103545,2429103547,2.972,14.13
2429618678,2429103547,6.1763,21.97
2429619129,2429103547,3.8326,16.67
2429619178,2429103547,6.7055,24.55
2401194618,2429103547,11.0447,34.32
2429618964,2429103547,4.2895,17.2166666666667
2430584956,2429103547,7.2145,24.99
2429103554,2429103547,1.7613,8.82
4238299925,2429103547,5.656,20.9133333333333
4942249835,2429103547,8.8104,29.72
2429103548,2429618937,6.9352,28.1733333333333
2429618960,2429618937,4.8638,16.14
2430584977,2429618937,12.0662,30.6266666666667
2431596048,2429618937,0.0388,0.393333333333333
2429619100,2429618937,5.774,20.8866666666667
2429618973,2429618937,5.0631,17.0966666666667
1404296015,2429618937,6.6111,21.8066666666667
2430584982,2429618937,14.4795,38.9966666666667
2428628185,2429618937,8.3531,28.3766666666667
2429103545,2429618937,7.5637,24.1833333333333
2429618678,2429618937,6.7489,20.78
2429619129,2429618937,4.4395,17.0333333333333
2429619178,2429618937,8.4782,24.8966666666667
2401194618,2429618937,12.8174,34.6666666666667
2429618964,2429618937,4.8621,15.7833333333333
2430584956,2429618937,4.204,17.8266666666667
2429103554,2429618937,5.3831,21.3266666666667
4238299925,2429618937,7.0922,20.9833333333333
4942249835,2429618937,9.3829,28.53
2429103548,2430584977,10.156,35.2166666666667
2429618960,2430584977,5.978,18.8733333333333
2430584977,2430584977,0,0
2431596048,2430584977,10.5544,25.4866666666667
2429619100,2430584977,10.3479,25.8966666666667
2429618973,2430584977,6.1773,19.83
1404296015,2430584977,4.9688,18.2633333333333
2430584982,2430584977,6.6269,19.2966666666667
2428628185,2430584977,11.9517,38.43
2429103545,2430584977,11.1623,34.2366666666667
2429618678,2430584977,5.9753,20.06
2429619129,2430584977,7.0639,22.71
2429619178,2430584977,10.014,24.37
2401194618,2430584977,11.8585,28.45
2429618964,2430584977,6.3171,19.6166666666667
2430584956,2430584977,8.133,18.56
2429103554,2430584977,8.6039,28.37
4238299925,2430584977,7.2761,18.1666666666667
4942249835,2430584977,2.1,9.38
2429103548,1704188813,5.5199,20.7433333333333
2429618960,1704188813,3.2042,7.67333333333333
2430584977,1704188813,9.3015,21.47
2431596048,1704188813,0.8156,3.36333333333333
2429619100,1704188813,5.372,13.7266666666667
2429618973,1704188813,3.4035,8.63
1404296015,1704188813,3.4527,11.1066666666667
2430584982,1704188813,11.7827,29.55
2428628185,1704188813,6.6195,20.6266666666667
2429103545,1704188813,5.8301,16.4333333333333
2429618678,1704188813,4.0521,11.1866666666667
2429619129,1704188813,3.4834,10.27
2429619178,1704188813,6.8186,16.43
2401194618,1704188813,11.1578,26.2
2429618964,1704188813,3.2025,7.31666666666667
2430584956,1704188813,1.9185,6.07666666666667
2429103554,1704188813,3.9678,13.8966666666667
4238299925,1704188813,4.8391,12.4766666666667
4942249835,1704188813,6.6861,19.0833333333333
2429103548,2429618979,4.3779,18.5166666666667
2429618960,2429618979,0.5182,1.9
2430584977,2429618979,6.2948,20.0666666666667
2431596048,2429618979,2.9986,8.88
2429619100,2429618979,2.3902,7.52
2429618973,2429618979,0.0688,0.33
1404296015,2429618979,2.2655,7.56666666666667
2430584982,2429618979,10.1339,24.7566666666667
2428628185,2429618979,7.1138,20.8533333333333
2429103545,2429618979,6.3244,16.66
2429618678,2429618979,2.4033,6.54
2429619129,2429618979,1.1955,5.76333333333333
2429619178,2429618979,3.8368,10.2233333333333
2401194618,2429618979,8.176,19.9933333333333
2429618964,2429618979,0.2207,1.11
2430584956,2429618979,2.8619,9.03
2429103554,2429618979,2.8258,11.67
4238299925,2429618979,2.4509,6.31
4942249835,2429618979,5.0374,14.29
2429103548,1099501784,4.7338,20.65
2429618960,1099501784,2.6141,7.52666666666667
2430584977,1099501784,10.3789,25.49
2431596048,1099501784,5.0946,14.5066666666667
2429618973,1099501784,2.8134,8.48333333333333
1404296015,1099501784,4.3614,13.1933333333333
2430584982,1099501784,12.9915,28.6966666666667
2428628185,1099501784,6.5296,23.8633333333333
2429103545,1099501784,5.7402,19.67
2429618678,1099501784,3.7785,10.4033333333333
2429619129,1099501784,2.0517,7.26666666666667
2429619178,1099501784,1.7466,8.36333333333333
2401194618,1099501784,7.1502,18.2766666666667
2429618964,1099501784,2.1761,6.27333333333333
2430584956,1099501784,4.9578,14.6566666666667
2429103554,1099501784,3.1817,13.8033333333333
4238299925,1099501784,3.1935,8.24
4942249835,1099501784,7.1333,19.9166666666667
2429103548,1404296015,5.6692,21.1866666666667
2429618960,1404296015,1.4913,4.84333333333333
2430584977,1404296015,5.3801,19.7033333333333
2431596048,1404296015,4.2534,12.4333333333333
2429619100,1404296015,3.9999,11.9966666666667
2429618973,1404296015,1.6906,5.8
1404296015,1404296015,0,0
2430584982,1404296015,9.2192,24.3933333333333
2428628185,1404296015,7.465,24.4
2429103545,1404296015,6.6756,20.2066666666667
2429618678,1404296015,1.4886,6.03
2429619129,1404296015,2.5772,8.68
2429619178,1404296015,4.4512,12.9666666666667
2401194618,1404296015,8.7904,22.7366666666667
2429618964,1404296015,1.8304,5.58666666666667
2430584956,1404296015,2.6565,9.10666666666667
2429103554,1404296015,4.1171,14.34
4238299925,1404296015,2.2756,7.32
4942249835,1404296015,4.1226,13.9266666666667
2429103548,2429618976,4.3448,18.3566666666667
2429618960,2429618976,0.4851,1.74
2430584977,2429618976,6.2617,19.9066666666667
2431596048,2429618976,2.9655,8.72
2429619100,2429618976,2.3571,7.36
2429618973,2429618976,0.0357,0.17
1404296015,2429618976,2.2324,7.40666666666667
2430584982,2429618976,10.1008,24.5966666666667
2428628185,2429618976,7.0806,20.6933333333333
2429103545,2429618976,6.2912,16.5
2429618678,2429618976,2.3702,6.38
2429619129,2429618976,1.1623,5.60333333333333
2429619178,2429618976,3.8037,10.0633333333333
2401194618,2429618976,8.1429,19.8333333333333
2429618964,2429618976,0.1876,0.95
2430584956,2429618976,2.8287,8.87
2429103554,2429618976,2.7927,11.51
4238299925,2429618976,2.4177,6.15
4942249835,2429618976,5.0042,14.13
2429103548,2430584896,7.6617,26.42
2429618960,2430584896,4.6392,12.8966666666667
2430584977,2430584896,9.717,19.3333333333333
2431596048,2430584896,2.9567,11.1166666666667
2429619100,2430584896,6.8069,18.95
2429618973,2430584896,4.8385,13.8533333333333
1404296015,2430584896,4.8876,16.43
2430584982,2430584896,16.3983,30.5466666666667
2428628185,2430584896,8.7613,26.3033333333333
2429103545,2430584896,7.9719,22.11
2429618678,2430584896,5.487,16.51
2429619129,2430584896,4.9184,15.4933333333333
2429619178,2430584896,8.2536,21.6533333333333
2401194618,2430584896,12.5928,31.4233333333333
2429618964,2430584896,4.6375,12.54
2430584956,2430584896,3.3535,11.4
2429103554,2430584896,6.1096,19.5733333333333
4238299925,2430584896,6.8676,17.74
4942249835,2430584896,11.3832,19.9166666666667
2429103548,2429619104,4.7958,20.9466666666667
2429618960,2429619104,2.6761,7.82333333333333
2430584977,2429619104,10.4409,25.7866666666667
2431596048,2429619104,5.1565,14.8033333333333
2429619100,2429619104,0.062,0.296666666666667
2429618973,2429619104,2.8754,8.78
1404296015,2429619104,4.4234,13.49
2430584982,2429619104,13.0535,28.9933333333333
2428628185,2429619104,6.5916,24.16
2429103545,2429619104,5.8022,19.9666666666667
2429618678,2429619104,3.8405,10.7
2429619129,2429619104,2.1137,7.56333333333333
2429619178,2429619104,1.8086,8.66
2401194618,2429619104,7.2122,18.5733333333333
2429618964,2429619104,2.2381,6.57
2430584956,2429619104,5.0198,14.9533333333333
2429103554,2429619104,3.2437,14.1
4238299925,2429619104,3.2554,8.53666666666667
4942249835,2429619104,7.1953,20.2133333333333
2429103548,2428628185,3.7455,18.2133333333333
2429618960,2428628185,6.1157,20.13
2430584977,2428628185,11.8923,38.2966666666667
2431596048,2428628185,6.4588,20.7766666666667
2429619100,2428628185,6.4789,23.4266666666667
2429618973,2428628185,6.3149,21.0866666666667
1404296015,2428628185,7.863,25.7966666666667
2430584982,2428628185,15.7314,42.9866666666667
2428628185,2428628185,0,0
2429103545,2428628185,1.1548,5.77333333333333
2429618678,2428628185,8.0008,24.77
2429619129,2428628185,5.657,19.47
2429619178,2428628185,8.53,27.35
2401194618,2428628185,12.8692,37.12
2429618964,2428628185,7.0631,19.9433333333333
2430584956,2428628185,7.9949,24.34
2429103554,2428628185,4.0465,15.61
4238299925,2428628185,7.4805,23.7133333333333
4942249835,2428628185,10.6348,32.52
2429103548,2429618957,4.2747,17.96
2429618960,2429618957,0.8068,3.33
2430584977,2429618957,6.5835,21.4966666666667
2431596048,2429618957,3.2913,10.6
2429619100,2429618957,2.444,8.43666666666667
2429618973,2429618957,1.0061,4.28666666666667
1404296015,2429618957,2.5541,8.99666666666667
2430584982,2429618957,10.4226,26.1866666666667
2428628185,2429618957,6.0704,21.1733333333333
2429103545,2429618957,5.281,16.98
2429618678,2429618957,2.692,7.97
2429619129,2429618957,0.8426,4.47666666666667
2429619178,2429618957,3.8907,11.14
2401194618,2429618957,8.2299,20.91
2429618964,2429618957,0.5134,2.59333333333333
2430584956,2429618957,3.1545,10.75
2429103554,2429618957,2.7226,11.1133333333333
4238299925,2429618957,2.5047,7.22666666666667
4942249835,2429618957,5.326,15.72
2429103548,2429103545,2.9535,14.1166666666667
2429618960,2429103545,5.3237,16.0333333333333
2430584977,2429103545,11.1003,34.2
2431596048,2429103545,5.6668,16.68
2429619100,2429103545,5.687,19.33
2429618973,2429103545,5.523,16.99
1404296015,2429103545,7.071,21.7
2430584982,2429103545,14.9394,38.89
2428628185,2429103545,1.1548,5.66333333333333
2429103545,2429103545,0,0
2429618678,2429103545,7.2088,20.6733333333333
2429619129,2429103545,4.8651,15.3733333333333
2429619178,2429103545,7.738,23.2533333333333
2401194618,2429103545,12.0772,33.0233333333333
2429618964,2429103545,6.2711,15.8466666666667
2430584956,2429103545,7.2029,20.2433333333333
2429103554,2429103545,3.2546,11.5133333333333
4238299925,2429103545,6.6885,19.6166666666667
4942249835,2429103545,9.8429,28.4233333333333
2429103548,2430585037,8.4383,30.9233333333333
2429618960,2430585037,5.4157,17.4
2430584977,2430585037,10.5539,24.0966666666667
2431596048,2430585037,3.7333,15.62
2429619100,2430585037,7.5835,23.4533333333333
2429618973,2430585037,5.615,18.3566666666667
1404296015,2430585037,5.2953,22.3733333333333
2430584982,2430585037,17.2352,35.31
2428628185,2430585037,9.5379,30.8066666666667
2429103545,2430585037,8.7485,26.6133333333333
2429618678,2430585037,5.8947,22.4533333333333
2429619129,2430585037,5.695,19.9966666666667
2429619178,2430585037,9.0301,26.1566666666667
2401194618,2430585037,13.3693,35.9266666666667
2429618964,2430585037,5.414,17.0433333333333
2430584956,2430585037,3.38,15.9766666666667
2429103554,2430585037,6.8862,24.0766666666667
4238299925,2430585037,6.6818,23.7433333333333
4942249835,2430585037,12.2201,24.68
2429103548,2429103555,1.9984,10.4
2429618960,2429103555,2.7927,10.6566666666667
2430584977,2429103555,8.5693,28.8233333333333
2431596048,2429103555,3.5191,11.7833333333333
2429619100,2429103555,3.156,13.9533333333333
2429618973,2429103555,2.992,11.6133333333333
1404296015,2429103555,4.54,16.3233333333333
2430584982,2429103555,12.4084,33.5133333333333
2428628185,2429103555,3.4617,13.2866666666667
2429103545,2429103555,2.6723,9.09333333333333
2429618678,2429103555,4.6778,15.2966666666667
2429619129,2429103555,2.3341,9.99666666666667
2429619178,2429103555,5.207,17.8766666666667
2401194618,2429103555,9.5462,27.6466666666667
2429618964,2429103555,2.791,10.5433333333333
2430584956,2429103555,5.0552,15.3466666666667
2429103554,2429103555,0.4463,3.55333333333333
4238299925,2429103555,4.1575,14.24
4942249835,2429103555,7.3118,23.0466666666667
2429103548,2429618674,6.2315,21.9166666666667
2429618960,2429618674,2.0535,5.57333333333333
2430584977,2429618674,5.7518,19.4533333333333
2431596048,2429618674,4.8157,13.1633333333333
2429619100,2429618674,3.7914,10.5966666666667
2429618973,2429618674,2.2528,6.53
1404296015,2429618674,1.5126,6.31
2430584982,2429618674,9.5909,24.1433333333333
2428628185,2429618674,8.0272,25.13
2429103545,2429618674,7.2378,20.9366666666667
2429618678,2429618674,0.0403,0.19
2429619129,2429618674,3.254,9.29
2429619178,2429618674,3.6748,10.23
2401194618,2429618674,8.0141,20
2429618964,2429618674,2.3926,6.31666666666667
2430584956,2429618674,3.2293,9.61333333333333
2429103554,2429618674,4.6794,15.07
4238299925,2429618674,1.4993,4.58333333333333
4942249835,2429618674,4.4943,13.6766666666667
2429103548,2429619126,3.0432,13.3166666666667
2429618960,2429619126,1.2486,4.51
2430584977,2429619126,7.0252,22.6766666666667
2431596048,2429619126,2.858,11.2366666666667
2429619100,2429619126,1.9875,9.49666666666667
2429618973,2429619126,1.4479,5.46666666666667
1404296015,2429619126,2.9959,10.1766666666667
2430584982,2429619126,10.8643,27.3666666666667
2428628185,2429619126,4.839,16.53
2429103545,2429619126,4.0496,12.3366666666667
2429618678,2429619126,3.1337,9.15
2429619129,2429619126,0.7899,3.85
2429619178,2429619126,4.0386,13.42
2401194618,2429619126,8.3778,23.19
2429618964,2429619126,1.2469,4.39666666666667
2430584956,2429619126,3.2255,12.3233333333333
2429103554,2429619126,1.4911,6.47
4238299925,2429619126,3.477,9.59666666666667
4942249835,2429619126,5.7677,16.9
2429103548,2430584967,6.2544,23.5766666666667
2429618960,2430584967,4.183,11.5433333333333
2430584977,2430584967,9.9597,29.71
2431596048,2430584967,1.3399,6.99333333333333
2429619100,2430584967,5.0933,16.29
2429618973,2430584967,4.3823,12.5
1404296015,2430584967,5.9303,17.21
2430584982,2430584967,13.7988,34.4
2428628185,2430584967,7.6723,23.78
2429103545,2430584967,6.8829,19.5866666666667
2429618678,2430584967,6.0682,16.1833333333333
2429619129,2430584967,3.7587,12.4366666666667
2429619178,2430584967,7.7974,20.3
2401194618,2430584967,12.1366,30.07
2429618964,2430584967,4.1813,11.1866666666667
2430584956,2430584967,4.8071,15.36
2429103554,2430584967,4.7023,16.73
4238299925,2430584967,6.4115,16.3866666666667
4942249835,2430584967,8.7022,23.9333333333333
2429103548,2429619178,6.8852,24.82
2429618960,2429619178,4.093,10.5866666666667
2430584977,2429619178,10.0427,24.5233333333333
2431596048,2429619178,6.5735,17.5666666666667
2429619100,2429619178,3.0043,9.51
2429618973,2429619178,4.2923,11.5433333333333
1404296015,2429619178,4.5672,13.7
2430584982,2429619178,12.6553,27.73
2428628185,2429619178,8.6809,28.0333333333333
2429103545,2429619178,7.8915,23.84
2429618678,2429619178,3.7079,10.5566666666667
2429619129,2429619178,3.7832,11.2233333333333
2429619178,2429619178,0,0
2401194618,2429619178,6.0011,16.0366666666667
2429618964,2429619178,3.655,9.33333333333333
2430584956,2429619178,6.2839,17.0033333333333
2429103554,2429619178,5.3331,17.9733333333333
4238299925,2429619178,3.0956,8.64333333333333
4942249835,2429619178,7.3304,20.9433333333333
2429103548,2429618954,4.1956,17.58
2429618960,2429618954,0.7278,2.95
2430584977,2429618954,6.5044,21.1166666666667
2431596048,2429618954,3.2122,10.22
2429619100,2429618954,2.365,8.05666666666667
2429618973,2429618954,0.927,3.90666666666667
1404296015,2429618954,2.4751,8.61666666666667
2430584982,2429618954,10.3435,25.8066666666667
2428628185,2429618954,5.9914,20.7933333333333
2429103545,2429618954,5.202,16.6
2429618678,2429618954,2.6129,7.59
2429619129,2429618954,0.7635,4.09666666666667
2429619178,2429618954,3.8116,10.76
2401194618,2429618954,8.1508,20.53
2429618964,2429618954,0.4343,2.21333333333333
2430584956,2429618954,3.0755,10.37
2429103554,2429618954,2.6435,10.7333333333333
4238299925,2429618954,2.4256,6.84666666666667
4942249835,2429618954,5.2469,15.34
2429103548,2401194618,11.1556,34.57
2429618960,2401194618,8.3635,20.3366666666667
2430584977,2401194618,11.8991,28.6833333333333
2431596048,2401194618,10.8439,27.3166666666667
2429619100,2401194618,7.2747,19.26
2429618973,2401194618,8.5628,21.2933333333333
1404296015,2401194618,8.8377,23.45
2430584982,2401194618,14.5117,31.89
2428628185,2401194618,12.9514,37.7833333333333
2429103545,2401194618,12.162,33.59
2429618678,2401194618,7.9784,20.3066666666667
2429619129,2401194618,8.0536,20.9733333333333
2429619178,2401194618,5.9921,16.1233333333333
2401194618,2401194618,0,0
2429618964,2401194618,7.9255,19.0833333333333
2430584956,2401194618,10.5544,26.7533333333333
2429103554,2401194618,9.6035,27.7233333333333
4238299925,2401194618,7.3661,18.3933333333333
4942249835,2401194618,12.6469,27.05
2429103548,2429618966,4.2727,18.06
2429618960,2429618966,0.413,1.20666666666667
2430584977,2429618966,6.1896,19.3733333333333
2431596048,2429618966,2.8934,8.18666666666667
2429619100,2429618966,2.1946,6.45666666666667
2429618973,2429618966,0.6122,2.16333333333333
1404296015,2429618966,2.1603,6.87333333333333
2430584982,2429618966,10.0287,24.0633333333333
2428628185,2429618966,7.0085,20.16
2429103545,2429618966,6.2191,15.9666666666667
2429618678,2429618966,2.2981,5.84666666666667
2429619129,2429618966,0.9998,4.7
2429619178,2429618966,3.6412,9.16
2401194618,2429618966,7.9804,18.93
2429618964,2429618966,0.0251,0.0466666666666667
2430584956,2429618966,2.7566,8.33666666666667
2429103554,2429618966,2.7206,11.2133333333333
4238299925,2429618966,2.2553,5.24666666666667
4942249835,2429618966,4.9321,13.5966666666667
2429103548,2429103553,1.7264,8.3
2429618960,2429103553,2.5468,8.94333333333333
2430584977,2429103553,8.3234,27.11
2431596048,2429103553,3.934,13.04
2429619100,2429103553,2.91,12.24
2429618973,2429103553,2.746,9.9
1404296015,2429103553,4.2941,14.61
2430584982,2429103553,12.1625,31.8
2428628185,2429103553,3.8765,14.5433333333333
2429103545,2429103553,3.0871,10.35
2429618678,2429103553,4.4319,13.5833333333333
2429619129,2429103553,2.0881,8.28333333333333
2429619178,2429103553,4.9611,16.1633333333333
2401194618,2429103553,9.3003,25.9333333333333
2429618964,2429103553,2.545,8.83
2430584956,2429103553,5.4701,16.6033333333333
2429103554,2429103553,0.1743,1.45333333333333
4238299925,2429103553,3.9116,12.5266666666667
4942249835,2429103553,7.0659,21.3333333333333
2429103548,2430584956,6.1953,24.26
2429618960,2430584956,2.7526,8.69666666666667
2430584977,2430584956,7.7185,17.8
2431596048,2430584956,2.6937,9.18666666666667
2429619100,2430584956,4.9204,14.75
2429618973,2430584956,2.9519,9.65333333333333
1404296015,2430584956,2.7145,9.86666666666667
2430584982,2430584956,11.0445,28.31
2428628185,2430584956,7.9101,24.3
2429103545,2430584956,7.1207,20.1066666666667
2429618678,2430584956,3.3139,9.94666666666667
2429619129,2430584956,3.1032,11.7533333333333
2429619178,2430584956,6.2765,16.8833333333333
2401194618,2430584956,10.6157,26.6533333333333
2429618964,2430584956,2.7509,8.34
2430584956,2430584956,0,0
2429103554,2430584956,4.6432,17.4133333333333
4238299925,2430584956,4.101,11.2366666666667
4942249835,2430584956,5.9479,17.8433333333333
2429103548,4238299925,5.7824,20.8533333333333
2429618960,4238299925,2.6524,6.1
2430584977,4238299925,7.3315,18.3033333333333
2431596048,4238299925,5.1328,13.08
2429619100,4238299925,3.2178,8.56333333333333
2429618973,4238299925,2.8516,7.05666666666667
1404296015,4238299925,2.37,7.63666666666667
2430584982,4238299925,9.9441,21.51
2428628185,4238299925,7.5782,24.0666666666667
2429103545,4238299925,6.7888,19.8733333333333
2429618678,4238299925,1.5108,4.49333333333333
2429619129,4238299925,2.6804,7.25666666666667
2429619178,4238299925,3.1013,8.48333333333333
2401194618,4238299925,7.4405,18.2533333333333
2429618964,4238299925,2.2143,4.84666666666667
2430584956,4238299925,4.0868,10.94
2429103554,4238299925,4.2303,14.0066666666667
4238299925,4238299925,0,0
4942249835,4238299925,4.3809,13.3533333333333
2429103548,4942249835,8.7705,29.2933333333333
2429618960,4942249835,4.5926,12.95
2430584977,4942249835,2.056,9.40666666666667
2431596048,4942249835,7.3547,20.54
2429619100,4942249835,7.1012,20.1033333333333
2429618973,4942249835,4.7919,13.9066666666667
1404296015,4942249835,3.5834,12.34
2430584982,4942249835,7.3306,17.5133333333333
2428628185,4942249835,10.5663,32.5066666666667
2429103545,4942249835,9.7769,28.3133333333333
2429618678,4942249835,4.5898,14.1366666666667
2429619129,4942249835,5.6785,16.7866666666667
2429619178,4942249835,7.3015,20.7733333333333
2401194618,4942249835,12.5622,26.6666666666667
2429618964,4942249835,4.9317,13.6933333333333
2430584956,4942249835,5.7578,17.2133333333333
2429103554,4942249835,7.2184,22.4466666666667
4238299925,4942249835,4.3463,13.1233333333333
4942249835,4942249835,0,0
